t_ms,dt_ms,rate,mcs,nss,bw,snr_db,collision,sr,tpt_mbps,best_tpt_mbps,mode,state
0.0,31.37,MCS0·SISO·20MHz·0.8us,0,1,20,60.0,0.00,1.000,7.7,2416.0,search,STAY
31.4,15.69,MCS1·SISO·20MHz·0.8us,1,1,20,60.0,0.00,1.000,15.3,2416.0,search,STAY
47.1,10.46,MCS2·SISO·20MHz·0.8us,2,1,20,60.0,0.00,1.000,22.9,2416.0,search,STAY
57.5,7.84,MCS3·SISO·20MHz·0.8us,3,1,20,60.0,0.00,1.000,30.6,2416.0,search,STAY
65.4,5.23,MCS4·SISO·20MHz·0.8us,4,1,20,60.0,0.00,1.000,45.9,2416.0,search,STAY
70.6,3.92,MCS5·SISO·20MHz·0.8us,5,1,20,60.0,0.00,1.000,61.2,2416.0,search,STAY
74.5,3.48,MCS6·SISO·20MHz·0.8us,6,1,20,60.0,0.00,1.000,68.9,2416.0,search,STAY
78.0,3.14,MCS7·SISO·20MHz·0.8us,7,1,20,60.0,0.00,1.000,76.5,2416.0,search,STAY
81.1,2.61,MCS8·SISO·20MHz·0.8us,8,1,20,60.0,0.00,1.000,91.9,2416.0,search,STAY
83.7,2.35,MCS9·SISO·20MHz·0.8us,9,1,20,60.0,0.00,1.000,102.1,2416.0,search,STAY
86.1,2.09,MCS10·SISO·20MHz·0.8us,10,1,20,60.0,0.00,1.000,114.8,2416.0,search,STAY
88.2,1.88,MCS11·SISO·20MHz·0.8us,11,1,20,60.0,0.00,1.000,127.6,2416.0,search,STAY
90.1,1.76,MCS12·SISO·20MHz·0.8us,12,1,20,60.0,0.00,1.000,136.8,2416.0,search,STAY
91.8,1.59,MCS13·SISO·20MHz·0.8us,13,1,20,60.0,0.00,1.000,151.0,2416.0,search,STAY
93.4,158.94,MCS13·SISO·20MHz·0.8us,13,1,20,60.0,0.00,1.000,151.0,2416.0,dwell,STAY
252.3,158.94,MCS13·SISO·20MHz·0.8us,13,1,20,60.0,0.00,1.000,151.0,2416.0,dwell,STAY
411.3,158.94,MCS13·SISO·20MHz·0.8us,13,1,20,60.0,0.00,1.000,151.0,2416.0,dwell,STAY
570.2,0.79,MCS13·MIMO·20MHz·0.8us,13,2,20,60.0,0.00,1.000,302.0,2416.0,search,SEARCH
571.0,0.79,MCS13·SISO·40MHz·0.8us,13,1,40,60.0,0.00,1.000,302.0,2416.0,search,SEARCH
571.8,1.87,MCS13·SISO·20MHz·3.2us,13,1,20,60.0,0.00,1.000,128.3,2416.0,search,SEARCH
573.7,79.47,MCS13·MIMO·20MHz·0.8us,13,2,20,60.0,0.00,1.000,302.0,2416.0,dwell,STAY
653.1,79.47,MCS13·MIMO·20MHz·0.8us,13,2,20,60.0,0.00,1.000,302.0,2416.0,dwell,STAY
732.6,79.47,MCS13·MIMO·20MHz·0.8us,13,2,20,60.0,0.00,1.000,302.0,2416.0,dwell,STAY
812.1,79.47,MCS13·MIMO·20MHz·0.8us,13,2,20,60.0,0.00,1.000,302.0,2416.0,dwell,STAY
891.6,79.47,MCS13·MIMO·20MHz·0.8us,13,2,20,60.0,0.00,1.000,302.0,2416.0,dwell,STAY
971.0,1.59,MCS13·SISO·20MHz·0.8us,13,1,20,60.0,0.00,1.000,151.0,2416.0,search,SEARCH
972.6,0.40,MCS13·MIMO·40MHz·0.8us,13,2,40,60.0,0.00,1.000,604.0,2416.0,search,SEARCH
973.0,0.93,MCS13·MIMO·20MHz·3.2us,13,2,20,60.0,0.00,1.000,256.7,2416.0,search,SEARCH
973.9,39.74,MCS13·MIMO·40MHz·0.8us,13,2,40,60.0,0.00,1.000,604.0,2416.0,dwell,STAY
1013.7,39.74,MCS13·MIMO·40MHz·0.8us,13,2,40,60.0,0.00,1.000,604.0,2416.0,dwell,STAY
1053.4,39.74,MCS13·MIMO·40MHz·0.8us,13,2,40,60.0,0.00,1.000,604.0,2416.0,dwell,STAY
1093.2,39.74,MCS13·MIMO·40MHz·0.8us,13,2,40,60.0,0.00,1.000,604.0,2416.0,dwell,STAY
1132.9,39.74,MCS13·MIMO·40MHz·0.8us,13,2,40,60.0,0.00,1.000,604.0,2416.0,dwell,STAY
1172.6,39.74,MCS13·MIMO·40MHz·0.8us,13,2,40,60.0,0.00,1.000,604.0,2416.0,dwell,STAY
1212.4,39.74,MCS13·MIMO·40MHz·0.8us,13,2,40,60.0,0.00,1.000,604.0,2416.0,dwell,STAY
1252.1,39.74,MCS13·MIMO·40MHz·0.8us,13,2,40,60.0,0.00,1.000,604.0,2416.0,dwell,STAY
1291.8,39.74,MCS13·MIMO·40MHz·0.8us,13,2,40,60.0,0.00,1.000,604.0,2416.0,dwell,STAY
1331.6,0.79,MCS13·SISO·40MHz·0.8us,13,1,40,60.0,0.00,1.000,302.0,2416.0,search,SEARCH
1332.4,0.20,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,search,SEARCH
1332.6,0.79,MCS13·MIMO·20MHz·0.8us,13,2,20,60.0,0.00,1.000,302.0,2416.0,search,SEARCH
1333.4,0.47,MCS13·MIMO·40MHz·3.2us,13,2,40,60.0,0.00,1.000,513.4,2416.0,search,SEARCH
1333.8,19.87,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,dwell,STAY
1353.7,19.87,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,dwell,STAY
1373.6,19.87,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,dwell,STAY
1393.4,19.87,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,dwell,STAY
1413.3,19.87,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,dwell,STAY
1433.2,19.87,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,dwell,STAY
1453.0,19.87,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,dwell,STAY
1472.9,19.87,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,dwell,STAY
1492.8,19.87,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,dwell,STAY
1512.6,19.87,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,dwell,STAY
1532.5,19.87,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,dwell,STAY
1552.4,19.87,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,dwell,STAY
1572.2,19.87,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,dwell,STAY
1592.1,19.87,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,dwell,STAY
1612.0,19.87,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,dwell,STAY
1631.8,19.87,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,dwell,STAY
1651.7,19.87,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,dwell,STAY
1671.6,0.40,MCS13·SISO·80MHz·0.8us,13,1,80,60.0,0.00,1.000,604.0,2416.0,search,SEARCH
1672.0,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,search,SEARCH
1672.1,0.40,MCS13·MIMO·40MHz·0.8us,13,2,40,60.0,0.00,1.000,604.0,2416.0,search,SEARCH
1672.5,0.23,MCS13·MIMO·80MHz·3.2us,13,2,80,60.0,0.00,1.000,1026.8,2416.0,search,SEARCH
1672.7,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1682.6,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1692.6,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1702.5,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1712.4,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1722.4,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1732.3,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1742.2,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1752.2,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1762.1,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1772.0,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1782.0,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1791.9,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1801.8,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1811.8,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1821.7,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1831.6,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1841.6,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1851.5,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1861.4,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1871.4,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1881.3,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1891.2,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1901.2,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1911.1,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1921.0,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1931.0,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1940.9,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1950.8,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1960.8,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1970.7,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1980.6,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
1990.6,0.20,MCS13·SISO·160MHz·0.8us,13,1,160,60.0,0.00,1.000,1208.0,2416.0,search,SEARCH
1990.8,0.20,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,search,SEARCH
1991.0,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,60.0,0.00,1.000,2053.6,2416.0,search,SEARCH
1991.1,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2001.0,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2011.0,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2020.9,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2030.8,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2040.8,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2050.7,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2060.6,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2070.6,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2080.5,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2090.4,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2100.4,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2110.3,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2120.2,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2130.2,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2140.1,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2150.0,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2160.0,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2169.9,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2179.8,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2189.8,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2199.7,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2209.6,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2219.6,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2229.5,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2239.4,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2249.4,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2259.3,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2269.2,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2279.2,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2289.1,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2299.0,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2309.0,0.20,MCS13·SISO·160MHz·0.8us,13,1,160,60.0,0.00,1.000,1208.0,2416.0,search,SEARCH
2309.2,0.20,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,search,SEARCH
2309.4,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,60.0,0.00,1.000,2053.6,2416.0,search,SEARCH
2309.5,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2319.4,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2329.4,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2339.3,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2349.2,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2359.2,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2369.1,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2379.0,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2389.0,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2398.9,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2408.8,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2418.8,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2428.7,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2438.6,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2448.6,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2458.5,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2468.4,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2478.4,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2488.3,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2498.2,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2508.2,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2518.1,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2528.0,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2538.0,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2547.9,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2557.8,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2567.8,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2577.7,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2587.6,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2597.6,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2607.5,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2617.4,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2627.4,0.20,MCS13·SISO·160MHz·0.8us,13,1,160,60.0,0.00,1.000,1208.0,2416.0,search,SEARCH
2627.6,0.20,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,search,SEARCH
2627.8,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,60.0,0.00,1.000,2053.6,2416.0,search,SEARCH
2627.9,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2637.8,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2647.7,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2657.7,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2667.6,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2677.5,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2687.5,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2697.4,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2707.4,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2717.3,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2727.2,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2737.2,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2747.1,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2757.0,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2767.0,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2776.9,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2786.8,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2796.8,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2806.7,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2816.6,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2826.6,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2836.5,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2846.4,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2856.4,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2866.3,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2876.2,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2886.2,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2896.1,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2906.0,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2916.0,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2925.9,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2935.8,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2945.8,0.20,MCS13·SISO·160MHz·0.8us,13,1,160,60.0,0.00,1.000,1208.0,2416.0,search,SEARCH
2946.0,0.20,MCS13·MIMO·80MHz·0.8us,13,2,80,60.0,0.00,1.000,1208.0,2416.0,search,SEARCH
2946.2,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,60.0,0.00,1.000,2053.6,2416.0,search,SEARCH
2946.3,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2956.2,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2966.1,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2976.1,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2986.0,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
2995.9,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
3005.9,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
3015.8,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
3025.7,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
3035.7,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
3045.6,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
3055.5,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
3065.5,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
3075.4,9.93,MCS13·MIMO·160MHz·0.8us,13,2,160,60.0,0.00,1.000,2416.0,2416.0,dwell,STAY
