t_ms,dt_ms,rate,mcs,nss,bw,snr_db,collision,sr,tpt_mbps,best_tpt_mbps,mode,state
5461.9,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,33.5,0.00,0.000,0.0,2182.7,search,STAY
5462.1,0.26,MCS12·SISO·160MHz·3.2us,12,1,160,33.4,0.00,1.000,929.9,2182.4,search,SEARCH
5462.3,0.26,MCS12·MIMO·80MHz·3.2us,12,2,80,33.4,0.00,0.950,883.4,2181.7,search,SEARCH
5462.6,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.4,0.00,1.000,2188.0,2180.9,search,SEARCH
5462.7,10.97,MCS12·MIMO·160MHz·0.8us,12,2,160,33.4,0.00,0.997,2180.3,2180.6,dwell,STAY
5473.7,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.2,0.00,0.000,0.0,2150.6,search,STAY
5473.8,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.2,0.00,1.000,2188.0,2150.4,search,STAY
5473.9,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.2,0.00,0.000,0.0,2150.1,search,STAY
5474.0,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.2,0.00,1.000,2188.0,2149.8,search,STAY
5474.1,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.1,0.00,0.000,0.0,2149.5,search,STAY
5474.2,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.1,0.00,1.000,2188.0,2149.2,search,STAY
5474.3,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.1,0.00,0.000,0.0,2148.9,search,STAY
5474.4,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.1,0.00,1.000,2188.0,2148.7,search,STAY
5474.5,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.1,0.00,0.000,0.0,2148.4,search,STAY
5474.6,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.1,0.00,1.000,2188.0,2148.1,search,STAY
5474.7,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.1,0.00,0.000,0.0,2147.8,search,STAY
5474.8,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.1,0.00,1.000,2188.0,2147.5,search,STAY
5474.9,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.1,0.00,0.000,0.0,2147.2,search,STAY
5475.0,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.1,0.00,1.000,2188.0,2146.9,search,STAY
5475.1,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.1,0.00,0.000,0.0,2146.6,search,STAY
5475.2,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.1,0.00,1.000,2188.0,2146.4,search,STAY
5475.3,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.1,0.00,0.000,0.0,2146.1,search,STAY
5475.4,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.1,0.00,1.000,2188.0,2145.8,search,STAY
5475.5,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.1,0.00,0.000,0.0,2145.5,search,STAY
5475.6,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.1,0.00,1.000,2188.0,2145.2,search,STAY
5475.7,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.1,0.00,0.000,0.0,2144.9,search,STAY
5475.8,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.1,0.00,1.000,2188.0,2144.7,search,STAY
5476.0,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.1,0.00,0.000,0.0,2144.4,search,STAY
5476.1,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.1,0.00,1.000,2188.0,2144.1,search,STAY
5476.2,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.1,0.00,0.000,0.0,2143.8,search,STAY
5476.3,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.1,0.00,1.000,2188.0,2143.5,search,STAY
5476.4,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.1,0.00,0.000,0.0,2143.2,search,STAY
5476.5,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.1,0.00,1.000,2188.0,2142.9,search,STAY
5476.6,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.1,0.00,0.000,0.0,2142.6,search,STAY
5476.7,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.1,0.00,1.000,2188.0,2142.4,search,STAY
5476.8,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.1,0.00,0.000,0.0,2142.1,search,STAY
5476.9,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.1,0.00,1.000,2188.0,2141.8,search,STAY
5477.0,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.1,0.00,0.000,0.0,2141.5,search,STAY
5477.1,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.1,0.00,1.000,2188.0,2141.2,search,STAY
5477.2,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.1,0.00,0.000,0.0,2140.9,search,STAY
5477.3,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.1,0.00,1.000,2188.0,2140.7,search,STAY
5477.4,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.1,0.00,0.000,0.0,2140.4,search,STAY
5477.5,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.1,0.00,1.000,2188.0,2140.1,search,STAY
5477.6,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.1,0.00,0.000,0.0,2139.8,search,STAY
5477.7,0.22,MCS12·SISO·160MHz·0.8us,12,1,160,33.1,0.00,1.000,1094.0,2139.5,search,SEARCH
5477.9,0.22,MCS12·MIMO·80MHz·0.8us,12,2,80,33.1,0.00,0.050,54.7,2138.9,search,SEARCH
5478.2,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,33.0,0.00,1.000,1859.8,2138.3,search,SEARCH
5478.3,12.90,MCS12·MIMO·160MHz·3.2us,12,2,160,33.0,0.00,0.991,1843.1,2138.0,dwell,STAY
5491.2,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.7,0.00,0.000,0.0,2039.3,search,STAY
5491.3,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.7,0.00,1.000,1859.8,2039.3,search,STAY
5491.4,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.7,0.00,0.000,0.0,2039.3,search,STAY
5491.6,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.7,0.00,1.000,1859.8,2039.2,search,STAY
5491.7,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.7,0.00,0.000,0.0,2039.2,search,STAY
5491.8,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.7,0.00,1.000,1859.8,2039.2,search,STAY
5491.9,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.7,0.00,0.000,0.0,2039.2,search,STAY
5492.1,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.7,0.00,1.000,1859.8,2039.1,search,STAY
5492.2,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.7,0.00,0.000,0.0,2039.1,search,STAY
5492.3,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.7,0.00,1.000,1859.8,2039.1,search,STAY
5492.4,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.7,0.00,0.000,0.0,2039.1,search,STAY
5492.5,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.7,0.00,1.000,1859.8,2039.0,search,STAY
5492.7,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.7,0.00,0.000,0.0,2039.0,search,STAY
5492.8,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.7,0.00,1.000,1859.8,2039.0,search,STAY
5492.9,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.7,0.00,0.000,0.0,2039.0,search,STAY
5493.0,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.7,0.00,1.000,1859.8,2038.9,search,STAY
5493.2,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.7,0.00,0.000,0.0,2038.9,search,STAY
5493.3,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.7,0.00,1.000,1859.8,2038.9,search,STAY
5493.4,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.7,0.00,0.000,0.0,2038.9,search,STAY
5493.5,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.7,0.00,1.000,1859.8,2038.8,search,STAY
5493.7,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.7,0.00,0.000,0.0,2038.8,search,STAY
5493.8,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.7,0.00,1.000,1859.8,2038.8,search,STAY
5493.9,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.7,0.00,0.000,0.0,2038.8,search,STAY
5494.0,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.6,0.00,1.000,1859.8,2038.7,search,STAY
5494.2,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.6,0.00,0.000,0.0,2038.7,search,STAY
5494.3,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.6,0.00,1.000,1859.8,2038.7,search,STAY
5494.4,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.6,0.00,0.000,0.0,2038.7,search,STAY
5494.5,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.6,0.00,1.000,1859.8,2038.6,search,STAY
5494.6,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.6,0.00,0.000,0.0,2038.6,search,STAY
5494.8,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.6,0.00,1.000,1859.8,2038.6,search,STAY
5494.9,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.6,0.00,0.000,0.0,2038.6,search,STAY
5495.0,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.6,0.00,1.000,1859.8,2038.5,search,STAY
5495.1,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.6,0.00,0.000,0.0,2038.5,search,STAY
5495.3,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.6,0.00,1.000,1859.8,2038.5,search,STAY
5495.4,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.6,0.00,0.000,0.0,2038.5,search,STAY
5495.5,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.6,0.00,1.000,1859.8,2038.4,search,STAY
5495.6,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.6,0.00,0.000,0.0,2038.4,search,STAY
5495.7,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,32.6,0.00,1.000,1859.8,2038.4,search,STAY
5495.9,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,32.6,0.00,0.000,0.0,2038.4,search,STAY
5496.0,0.26,MCS12·SISO·160MHz·3.2us,12,1,160,32.6,0.00,1.000,929.9,2038.3,search,SEARCH
5496.2,0.26,MCS12·MIMO·80MHz·3.2us,12,2,80,32.6,0.00,0.150,139.5,2038.3,search,SEARCH
5496.5,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.800,1750.4,2038.2,search,SEARCH
5496.6,10.97,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.775,1696.8,2038.2,dwell,STAY
5507.6,0.24,MCS11·SISO·160MHz·0.8us,11,1,160,32.3,0.00,1.000,1020.8,2039.1,search,SEARCH
5507.8,0.24,MCS11·MIMO·80MHz·0.8us,11,2,80,32.3,0.00,1.000,1020.8,2039.1,search,SEARCH
5508.1,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,32.3,0.00,1.000,1735.4,2039.2,search,SEARCH
5508.2,11.76,MCS11·MIMO·160MHz·0.8us,11,2,160,32.3,0.00,0.999,2039.6,2039.2,dwell,STAY
5519.9,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.0,0.00,0.000,0.0,2041.6,search,STAY
5520.1,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.0,0.00,1.000,2041.6,2041.6,search,STAY
5520.2,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.0,0.00,0.000,0.0,2041.6,search,STAY
5520.3,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.0,0.00,1.000,2041.6,2041.5,search,STAY
5520.4,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.0,0.00,0.000,0.0,2041.5,search,STAY
5520.5,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.0,0.00,1.000,2041.6,2041.5,search,STAY
5520.6,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.0,0.00,0.000,0.0,2041.5,search,STAY
5520.7,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.0,0.00,1.000,2041.6,2041.4,search,STAY
5520.9,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.0,0.00,0.000,0.0,2041.4,search,STAY
5521.0,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.0,0.00,1.000,2041.6,2041.4,search,STAY
5521.1,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.0,0.00,0.000,0.0,2041.4,search,STAY
5521.2,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.0,0.00,1.000,2041.6,2041.4,search,STAY
5521.3,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.0,0.00,0.000,0.0,2041.3,search,STAY
5521.4,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.0,0.00,1.000,2041.6,2041.3,search,STAY
5521.5,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.0,0.00,0.000,0.0,2041.3,search,STAY
5521.6,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.0,0.00,1.000,2041.6,2041.3,search,STAY
5521.8,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.0,0.00,0.000,0.0,2041.2,search,STAY
5521.9,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.0,0.00,1.000,2041.6,2041.2,search,STAY
5522.0,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.0,0.00,0.000,0.0,2041.2,search,STAY
5522.1,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.9,0.00,1.000,2041.6,2041.2,search,STAY
5522.2,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.9,0.00,0.000,0.0,2041.1,search,STAY
5522.3,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.9,0.00,1.000,2041.6,2041.1,search,STAY
5522.4,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.9,0.00,0.000,0.0,2041.1,search,STAY
5522.6,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.9,0.00,1.000,2041.6,2041.1,search,STAY
5522.7,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.9,0.00,0.000,0.0,2041.1,search,STAY
5522.8,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.9,0.00,1.000,2041.6,2041.0,search,STAY
5522.9,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.9,0.00,0.000,0.0,2041.0,search,STAY
5523.0,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.9,0.00,1.000,2041.6,2041.0,search,STAY
5523.1,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.9,0.00,0.000,0.0,2041.0,search,STAY
5523.2,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.9,0.00,1.000,2041.6,2040.9,search,STAY
5523.4,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.9,0.00,0.000,0.0,2040.9,search,STAY
5523.5,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.9,0.00,1.000,2041.6,2040.9,search,STAY
5523.6,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.9,0.00,0.000,0.0,2040.9,search,STAY
5523.7,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.9,0.00,1.000,2041.6,2040.8,search,STAY
5523.8,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.9,0.00,0.000,0.0,2040.8,search,STAY
5523.9,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.9,0.00,1.000,2041.6,2040.8,search,STAY
5524.0,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.9,0.00,0.000,0.0,2040.8,search,STAY
5524.1,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.9,0.00,1.000,2041.6,2040.8,search,STAY
5524.3,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.9,0.00,0.000,0.0,2040.7,search,STAY
5524.4,0.24,MCS11·SISO·160MHz·0.8us,11,1,160,31.9,0.00,1.000,1020.8,2040.7,search,SEARCH
5524.6,0.24,MCS11·MIMO·80MHz·0.8us,11,2,80,31.9,0.00,1.000,1020.8,2040.7,search,SEARCH
5524.8,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.9,0.00,1.000,1735.4,2040.6,search,SEARCH
5525.0,13.83,MCS11·MIMO·160MHz·3.2us,11,2,160,31.9,0.00,0.998,1731.9,2040.6,dwell,STAY
5538.8,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.5,0.00,0.050,93.0,2037.8,search,STAY
5538.9,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.5,0.00,1.000,1735.4,2037.7,search,STAY
5539.1,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.5,0.00,0.050,93.0,2037.7,search,STAY
5539.2,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.5,0.00,1.000,1735.4,2037.7,search,STAY
5539.3,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.5,0.00,0.050,93.0,2037.6,search,STAY
5539.5,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.5,0.00,1.000,1735.4,2037.6,search,STAY
5539.6,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.5,0.00,0.050,93.0,2037.6,search,STAY
5539.7,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.5,0.00,1.000,1735.4,2037.6,search,STAY
5539.9,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.5,0.00,0.050,93.0,2037.5,search,STAY
5540.0,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.5,0.00,1.000,1735.4,2037.5,search,STAY
5540.2,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.5,0.00,0.000,0.0,2037.5,search,STAY
5540.3,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.5,0.00,1.000,1735.4,2037.5,search,STAY
5540.4,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.5,0.00,0.000,0.0,2037.5,search,STAY
5540.5,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.5,0.00,1.000,1735.4,2037.5,search,STAY
5540.7,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.5,0.00,0.000,0.0,2037.5,search,STAY
5540.8,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.5,0.00,1.000,1735.4,2037.5,search,STAY
5541.0,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.5,0.00,0.000,0.0,2037.5,search,STAY
5541.1,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.5,0.00,1.000,1735.4,2037.5,search,STAY
5541.2,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.5,0.00,0.000,0.0,2037.5,search,STAY
5541.4,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.5,0.00,1.000,1735.4,2037.5,search,STAY
5541.5,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.5,0.00,0.000,0.0,2037.5,search,STAY
5541.6,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.5,0.00,1.000,1735.4,2037.5,search,STAY
5541.8,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.5,0.00,0.000,0.0,2037.5,search,STAY
5541.9,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.5,0.00,1.000,1735.4,2037.5,search,STAY
5542.0,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.4,0.00,0.000,0.0,2037.5,search,STAY
5542.2,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.4,0.00,1.000,1735.4,2037.5,search,STAY
5542.3,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.4,0.00,0.000,0.0,2037.5,search,STAY
5542.4,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.4,0.00,1.000,1735.4,2037.5,search,STAY
5542.6,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.4,0.00,0.000,0.0,2037.5,search,STAY
5542.7,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.4,0.00,1.000,1735.4,2037.5,search,STAY
5542.8,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.4,0.00,0.000,0.0,2037.5,search,STAY
5543.0,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.4,0.00,1.000,1735.4,2037.5,search,STAY
5543.1,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.4,0.00,0.000,0.0,2037.5,search,STAY
5543.2,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.4,0.00,1.000,1735.4,2037.5,search,STAY
5543.4,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.4,0.00,0.000,0.0,2037.5,search,STAY
5543.5,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.4,0.00,1.000,1735.4,2037.5,search,STAY
5543.6,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.4,0.00,0.000,0.0,2037.5,search,STAY
5543.8,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.4,0.00,1.000,1735.4,2037.5,search,STAY
5543.9,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.4,0.00,0.000,0.0,2037.5,search,STAY
5544.0,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.4,0.00,1.000,1735.4,2037.5,search,STAY
5544.2,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.4,0.00,0.000,0.0,2037.5,search,STAY
5544.3,0.28,MCS11·SISO·160MHz·3.2us,11,1,160,31.4,0.00,1.000,867.7,2037.5,search,SEARCH
5544.6,0.28,MCS11·MIMO·80MHz·3.2us,11,2,80,31.4,0.00,1.000,867.7,2037.5,search,SEARCH
5544.8,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.4,0.00,1.000,2041.6,2037.5,search,SEARCH
5545.0,11.76,MCS11·MIMO·160MHz·0.8us,11,2,160,31.4,0.00,0.998,2037.5,2037.5,dwell,STAY
5556.7,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.1,0.00,0.000,0.0,2037.5,search,STAY
5556.8,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.1,0.00,1.000,2041.6,2037.5,search,STAY
5556.9,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.1,0.00,0.000,0.0,2037.5,search,STAY
5557.1,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.1,0.00,1.000,2041.6,2037.5,search,STAY
5557.2,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.1,0.00,0.000,0.0,2037.5,search,STAY
5557.3,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.1,0.00,1.000,2041.6,2037.5,search,STAY
5557.4,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.1,0.00,0.000,0.0,2037.5,search,STAY
5557.5,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.1,0.00,1.000,2041.6,2037.5,search,STAY
5557.6,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.1,0.00,0.000,0.0,2037.5,search,STAY
5557.7,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.1,0.00,1.000,2041.6,2037.5,search,STAY
5557.9,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.1,0.00,0.000,0.0,2037.5,search,STAY
5558.0,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.1,0.00,1.000,2041.6,2037.5,search,STAY
5558.1,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.0,0.00,0.000,0.0,2037.5,search,STAY
5558.2,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.0,0.00,1.000,2041.6,2037.5,search,STAY
5558.3,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.0,0.00,0.000,0.0,2037.5,search,STAY
5558.4,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.0,0.00,1.000,2041.6,2037.5,search,STAY
5558.5,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.0,0.00,0.000,0.0,2037.5,search,STAY
5558.6,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.0,0.00,1.000,2041.6,2037.5,search,STAY
5558.8,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.0,0.00,0.000,0.0,2037.5,search,STAY
5558.9,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.0,0.00,1.000,2041.6,2037.5,search,STAY
5559.0,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.0,0.00,0.000,0.0,2037.5,search,STAY
5559.1,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.0,0.00,1.000,2041.6,2037.5,search,STAY
5559.2,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.0,0.00,0.000,0.0,2037.5,search,STAY
5559.3,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.0,0.00,1.000,2041.6,2037.5,search,STAY
5559.4,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.0,0.00,0.000,0.0,2037.5,search,STAY
5559.6,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.0,0.00,1.000,2041.6,2037.5,search,STAY
5559.7,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.0,0.00,0.000,0.0,2037.5,search,STAY
5559.8,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.0,0.00,1.000,2041.6,2037.5,search,STAY
5559.9,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.0,0.00,0.000,0.0,2037.5,search,STAY
5560.0,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.0,0.00,1.000,2041.6,2037.5,search,STAY
5560.1,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.0,0.00,0.000,0.0,2037.4,search,STAY
5560.2,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.0,0.00,1.000,2041.6,2037.3,search,STAY
5560.4,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.0,0.00,0.000,0.0,2037.2,search,STAY
5560.5,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.0,0.00,1.000,2041.6,2037.1,search,STAY
5560.6,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.0,0.00,0.000,0.0,2037.0,search,STAY
5560.7,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.0,0.00,1.000,2041.6,2037.0,search,STAY
5560.8,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.0,0.00,0.000,0.0,2036.9,search,STAY
5560.9,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,31.0,0.00,1.000,2041.6,2036.8,search,STAY
5561.0,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.0,0.00,0.000,0.0,2036.7,search,STAY
